,id.p,id.p.h,hor,top,bottom,thick,tb,CEC,phw,phkcl,resist,OC,clay,silt20,sand.mf,p_permeabilidad,p_escurrimiento,p_anegamiento,p_drenaje,dren,dem,river,wdist,maxc,mrvbf,slope,twi,vdchn,water,lstm,lstsd,evim,evisd,ndwi.a,ndwi.b,ndwi.bsd,X,Y
1504,683,683_A11,A,0,16,16,20.9,24.9,5.4,4.8,4643,2.34,27.4,22.3,15.9,3,3,clase 5,NA,3.3,71.5090942383,113397.96875,60.0016899109,-6.898206234,5.6607108116,0.0854697153,12.0611371994,2.1218719482,0.2758620679,296.3434410993,7.7313931207,3637.5555555556,1911.7272488028,0.0610310092,-0.1220497406,0.073849207,5461100.17800181,6180439.77802717
1505,683,683_B21,B,44,70,26,18.8,20.5,6.1,4.9,3314,0.55,32.5,19.8,16,3,3,clase 5,NA,3.3,71.5090942383,113397.96875,60.0016899109,-6.898206234,5.6607108116,0.0854697153,12.0611371994,2.1218719482,0.2758620679,296.3434410993,7.7313931207,3637.5555555556,1911.7272488028,0.0610310092,-0.1220497406,0.073849207,5461100.17800181,6180439.77802717
1506,683,683_B22,B,70,110,40,23.2,24.5,6.5,5,2920,0.43,32.9,18.2,20,3,3,clase 5,NA,3.3,71.5090942383,113397.96875,60.0016899109,-6.898206234,5.6607108116,0.0854697153,12.0611371994,2.1218719482,0.2758620679,296.3434410993,7.7313931207,3637.5555555556,1911.7272488028,0.0610310092,-0.1220497406,0.073849207,5461100.17800181,6180439.77802717
1507,683,683_B3,BC,110,190,80,19.3,20.5,6.7,4.9,3905,0.15,15,22.7,27.9,3,3,clase 5,NA,3.3,71.5090942383,113397.96875,60.0016899109,-6.898206234,5.6607108116,0.0854697153,12.0611371994,2.1218719482,0.2758620679,296.3434410993,7.7313931207,3637.5555555556,1911.7272488028,0.0610310092,-0.1220497406,0.073849207,5461100.17800181,6180439.77802717
1508,683,683_C,C,190,210,20,20.2,20.4,8,NA,3156,0.12,16,23.5,30.5,3,3,clase 5,NA,3.3,71.5090942383,113397.96875,60.0016899109,-6.898206234,5.6607108116,0.0854697153,12.0611371994,2.1218719482,0.2758620679,296.3434410993,7.7313931207,3637.5555555556,1911.7272488028,0.0610310092,-0.1220497406,0.073849207,5461100.17800181,6180439.77802717
1509,683,683_A2,E,28,44,16,16,17.4,5.9,5,6115,0.91,24,22,18,3,3,clase 5,NA,3.3,71.5090942383,113397.96875,60.0016899109,-6.898206234,5.6607108116,0.0854697153,12.0611371994,2.1218719482,0.2758620679,296.3434410993,7.7313931207,3637.5555555556,1911.7272488028,0.0610310092,-0.1220497406,0.073849207,5461100.17800181,6180439.77802717
1510,684,684_A12,A,17,29,12,18,22.5,5.7,4.8,4340,2.12,22.4,24.7,15.1,2,2,clase 4,NA,2.2,63.118183136,116815.984375,67.0839309692,-12.0723848343,5.8790636063,0.121651724,11.2988767624,1.4962272644,0.068965517,296.2596464761,7.8060094271,3648.2013888889,1544.6984931317,0.0149839223,-0.0614199399,0.0709597527,5475513.57800423,6165164.17802739
1511,684,684_A11,A,0,17,17,20.3,24.4,5.6,4.8,2722,2.94,24.1,24.1,14.4,2,2,clase 4,NA,2.2,63.118183136,116815.984375,67.0839309692,-12.0723848343,5.8790636063,0.121651724,11.2988767624,1.4962272644,0.068965517,296.2596464761,7.8060094271,3648.2013888889,1544.6984931317,0.0149839223,-0.0614199399,0.0709597527,5475513.57800423,6165164.17802739
1512,684,684_B22ca,B,60,85,25,NA,28.2,9.1,7.4,985,0.25,NA,NA,NA,2,2,clase 4,NA,2.2,63.118183136,116815.984375,67.0839309692,-12.0723848343,5.8790636063,0.121651724,11.2988767624,1.4962272644,0.068965517,296.2596464761,7.8060094271,3648.2013888889,1544.6984931317,0.0149839223,-0.0614199399,0.0709597527,5475513.57800423,6165164.17802739
1513,684,684_B21,B,38,60,22,29,29.1,8.4,6.4,1184,0.5,32.5,19.9,14.9,2,2,clase 4,NA,2.2,63.118183136,116815.984375,67.0839309692,-12.0723848343,5.8790636063,0.121651724,11.2988767624,1.4962272644,0.068965517,296.2596464761,7.8060094271,3648.2013888889,1544.6984931317,0.0149839223,-0.0614199399,0.0709597527,5475513.57800423,6165164.17802739
1514,684,684_B3ca,BC,85,150,65,23.3,22.3,9.2,7.1,1241,0.1,15.4,20.5,24.3,2,2,clase 4,NA,2.2,63.118183136,116815.984375,67.0839309692,-12.0723848343,5.8790636063,0.121651724,11.2988767624,1.4962272644,0.068965517,296.2596464761,7.8060094271,3648.2013888889,1544.6984931317,0.0149839223,-0.0614199399,0.0709597527,5475513.57800423,6165164.17802739
1515,684,684_C,C,150,170,20,NA,17.1,8.9,7.3,2486,0.1,NA,NA,NA,2,2,clase 4,NA,2.2,63.118183136,116815.984375,67.0839309692,-12.0723848343,5.8790636063,0.121651724,11.2988767624,1.4962272644,0.068965517,296.2596464761,7.8060094271,3648.2013888889,1544.6984931317,0.0149839223,-0.0614199399,0.0709597527,5475513.57800423,6165164.17802739
1516,684,684_A2,E,29,38,9,11.5,12,7.3,5.6,6512,0.53,11.6,23.6,23.8,2,2,clase 4,NA,2.2,63.118183136,116815.984375,67.0839309692,-12.0723848343,5.8790636063,0.121651724,11.2988767624,1.4962272644,0.068965517,296.2596464761,7.8060094271,3648.2013888889,1544.6984931317,0.0149839223,-0.0614199399,0.0709597527,5475513.57800423,6165164.17802739
1517,685,685_A1,A,0,22,22,12.9,16.1,5.6,4.7,4734,1.6,18,20.2,25.7,3,3,clase 4,NA,3.3,62.6910095215,109140.828125,134.1678619385,-8.3362894058,0.8940990567,0.1058958471,12.7241487503,-0.2064819336,0,296.1241177278,7.9039934665,4056.5,1069.5073370744,-0.0325321196,-0.0090134939,0.0480217438,5473590.67799979,6175756.3780181
1518,685,685_B21,B,30,45,15,19.4,20.3,8.7,6.5,930,0.41,31.4,12.6,22.9,3,3,clase 4,NA,3.3,62.6910095215,109140.828125,134.1678619385,-8.3362894058,0.8940990567,0.1058958471,12.7241487503,-0.2064819336,0,296.1241177278,7.9039934665,4056.5,1069.5073370744,-0.0325321196,-0.0090134939,0.0480217438,5473590.67799979,6175756.3780181
1519,685,685_B22ca,B,45,70,25,NA,23.5,9.4,7.7,580,0.25,NA,NA,NA,3,3,clase 4,NA,3.3,62.6910095215,109140.828125,134.1678619385,-8.3362894058,0.8940990567,0.1058958471,12.7241487503,-0.2064819336,0,296.1241177278,7.9039934665,4056.5,1069.5073370744,-0.0325321196,-0.0090134939,0.0480217438,5473590.67799979,6175756.3780181
1520,685,685_B3,BC,70,180,110,NA,19.5,9.3,7.5,930,0.11,NA,NA,NA,3,3,clase 4,NA,3.3,62.6910095215,109140.828125,134.1678619385,-8.3362894058,0.8940990567,0.1058958471,12.7241487503,-0.2064819336,0,296.1241177278,7.9039934665,4056.5,1069.5073370744,-0.0325321196,-0.0090134939,0.0480217438,5473590.67799979,6175756.3780181
1521,685,685_C,C,180,200,20,18.6,18.6,8.7,6.6,2129,0.09,22.3,14.2,36.2,3,3,clase 4,NA,3.3,62.6910095215,109140.828125,134.1678619385,-8.3362894058,0.8940990567,0.1058958471,12.7241487503,-0.2064819336,0,296.1241177278,7.9039934665,4056.5,1069.5073370744,-0.0325321196,-0.0090134939,0.0480217438,5473590.67799979,6175756.3780181
1522,685,685_A2,E,22,30,8,10.6,11.2,7,5.6,4340,0.6,10.2,22,33.1,3,3,clase 4,NA,3.3,62.6910095215,109140.828125,134.1678619385,-8.3362894058,0.8940990567,0.1058958471,12.7241487503,-0.2064819336,0,296.1241177278,7.9039934665,4056.5,1069.5073370744,-0.0325321196,-0.0090134939,0.0480217438,5473590.67799979,6175756.3780181
1523,686,686_Ap,A,0,14,14,27,29,5.8,5.2,3097,3.23,26.8,22,14.8,3,3,clase 5,NA,3.3,68.023765564,106048.5390625,169.7104034424,2.0149753094,2.843539238,0.2416473627,11.0978126526,1.5494766235,0,296.3704119514,7.6338638494,3692.6875,1829.4515111723,0.0445468436,-0.1069545345,0.0791340436,5474959.57800152,6178585.27802099
1524,686,686_A1,A,14,30,16,24,25.2,5.9,5.3,4449,2.58,25.3,26.6,14,3,3,clase 5,NA,3.3,68.023765564,106048.5390625,169.7104034424,2.0149753094,2.843539238,0.2416473627,11.0978126526,1.5494766235,0,296.3704119514,7.6338638494,3692.6875,1829.4515111723,0.0445468436,-0.1069545345,0.0791340436,5474959.57800152,6178585.27802099
1525,686,686_B1,AB.BA,30,46,16,16.3,17,6.2,5.2,5803,0.88,23.8,21.7,17.8,3,3,clase 5,NA,3.3,68.023765564,106048.5390625,169.7104034424,2.0149753094,2.843539238,0.2416473627,11.0978126526,1.5494766235,0,296.3704119514,7.6338638494,3692.6875,1829.4515111723,0.0445468436,-0.1069545345,0.0791340436,5474959.57800152,6178585.27802099
1526,686,686_B21,B,46,77,31,20,20.5,6.4,5,3097,0.59,34.8,19.7,14.4,3,3,clase 5,NA,3.3,68.023765564,106048.5390625,169.7104034424,2.0149753094,2.843539238,0.2416473627,11.0978126526,1.5494766235,0,296.3704119514,7.6338638494,3692.6875,1829.4515111723,0.0445468436,-0.1069545345,0.0791340436,5474959.57800152,6178585.27802099
1527,686,686_B22,B,77,110,33,23.5,24.4,6.5,4.7,2748,0.37,29.4,21.3,17.3,3,3,clase 5,NA,3.3,68.023765564,106048.5390625,169.7104034424,2.0149753094,2.843539238,0.2416473627,11.0978126526,1.5494766235,0,296.3704119514,7.6338638494,3692.6875,1829.4515111723,0.0445468436,-0.1069545345,0.0791340436,5474959.57800152,6178585.27802099
1528,686,686_B3,BC,110,154,44,18.1,18.1,6.7,4.7,4062,0.16,17.2,20.2,23.6,3,3,clase 5,NA,3.3,68.023765564,106048.5390625,169.7104034424,2.0149753094,2.843539238,0.2416473627,11.0978126526,1.5494766235,0,296.3704119514,7.6338638494,3692.6875,1829.4515111723,0.0445468436,-0.1069545345,0.0791340436,5474959.57800152,6178585.27802099
1529,686,686_C,C,154,174,20,18.7,18.7,6.9,5.2,3869,0.12,9.5,24.8,23.9,3,3,clase 5,NA,3.3,68.023765564,106048.5390625,169.7104034424,2.0149753094,2.843539238,0.2416473627,11.0978126526,1.5494766235,0,296.3704119514,7.6338638494,3692.6875,1829.4515111723,0.0445468436,-0.1069545345,0.0791340436,5474959.57800152,6178585.27802099
1530,687,687_A11,A,0,16,16,23.5,25.2,5.7,5.2,2787,3.18,26,19.7,18.6,3,3,clase 5,NA,3.3,67.9280090332,117871.4921875,84.8552017212,4.6446123123,5.8428888321,0.0216138214,11.318810463,1.3906326294,0.0344827585,295.9993813786,7.7797203541,4215.4097222222,1083.7696992552,-0.0022949579,-0.0115916793,0.040312707,5469139.8780015,6168205.07801814
1531,687,687_A12,A,16,26,10,20.2,21.7,5.8,5.1,4643,1.95,25.7,19.4,21.3,3,3,clase 5,NA,3.3,67.9280090332,117871.4921875,84.8552017212,4.6446123123,5.8428888321,0.0216138214,11.318810463,1.3906326294,0.0344827585,295.9993813786,7.7797203541,4215.4097222222,1083.7696992552,-0.0022949579,-0.0115916793,0.040312707,5469139.8780015,6168205.07801814
1532,687,687_B22,B,71,100,29,21.6,22.2,6.6,4.8,2998,0.34,24.7,19,19.5,3,3,clase 5,NA,3.3,67.9280090332,117871.4921875,84.8552017212,4.6446123123,5.8428888321,0.0216138214,11.318810463,1.3906326294,0.0344827585,295.9993813786,7.7797203541,4215.4097222222,1083.7696992552,-0.0022949579,-0.0115916793,0.040312707,5469139.8780015,6168205.07801814
1533,687,687_B21,B,39,71,32,20.2,21,6.4,4.9,3290,0.51,32.2,19.8,15.8,3,3,clase 5,NA,3.3,67.9280090332,117871.4921875,84.8552017212,4.6446123123,5.8428888321,0.0216138214,11.318810463,1.3906326294,0.0344827585,295.9993813786,7.7797203541,4215.4097222222,1083.7696992552,-0.0022949579,-0.0115916793,0.040312707,5469139.8780015,6168205.07801814
1534,687,687_B3 (a),BC,145,190,90,18.2,17.9,6.6,4.7,4281,0.14,11.5,22.4,28,3,3,clase 5,NA,3.3,67.9280090332,117871.4921875,84.8552017212,4.6446123123,5.8428888321,0.0216138214,11.318810463,1.3906326294,0.0344827585,295.9993813786,7.7797203541,4215.4097222222,1083.7696992552,-0.0022949579,-0.0115916793,0.040312707,5469139.8780015,6168205.07801814
1535,687,687_B3 (b),BC,100,145,90,17.8,17.5,7.1,5.2,4672,0.12,7.9,23.6,29.9,3,3,clase 5,NA,3.3,67.9280090332,117871.4921875,84.8552017212,4.6446123123,5.8428888321,0.0216138214,11.318810463,1.3906326294,0.0344827585,295.9993813786,7.7797203541,4215.4097222222,1083.7696992552,-0.0022949579,-0.0115916793,0.040312707,5469139.8780015,6168205.07801814
1536,687,687_C,C,190,210,20,17.1,16.6,7.9,6.1,4673,0.13,7.2,16,32.8,3,3,clase 5,NA,3.3,67.9280090332,117871.4921875,84.8552017212,4.6446123123,5.8428888321,0.0216138214,11.318810463,1.3906326294,0.0344827585,295.9993813786,7.7797203541,4215.4097222222,1083.7696992552,-0.0022949579,-0.0115916793,0.040312707,5469139.8780015,6168205.07801814
1537,687,687_A2,E,26,39,13,14.8,15.7,6,5.1,4256,0.81,24.6,20.8,16.7,3,3,clase 5,NA,3.3,67.9280090332,117871.4921875,84.8552017212,4.6446123123,5.8428888321,0.0216138214,11.318810463,1.3906326294,0.0344827585,295.9993813786,7.7797203541,4215.4097222222,1083.7696992552,-0.0022949579,-0.0115916793,0.040312707,5469139.8780015,6168205.07801814
1538,688,688_A11,A,0,12,12,29.4,26.2,5.8,5.2,3194,2.87,28.5,21.5,15.8,3,3,clase 5,NA,3.3,69.8458023071,104686.0390625,0,3.2915308475,5.5667304993,0.0647769421,11.7878761292,0.5453414917,1.344827652,296.4288948969,7.4397259958,3459.125,2024.1295422591,0.02745677,-0.1495309871,0.1119910398,5473789.67800152,6181154.27801903
1539,688,688_A12,A,12,25,13,22.1,23.2,6,5.2,4088,2.38,26.5,20.7,17.2,3,3,clase 5,NA,3.3,69.8458023071,104686.0390625,0,3.2915308475,5.5667304993,0.0647769421,11.7878761292,0.5453414917,1.344827652,296.4288948969,7.4397259958,3459.125,2024.1295422591,0.02745677,-0.1495309871,0.1119910398,5473789.67800152,6181154.27801903
1540,688,688_B21,B,38,78,40,23.9,25.2,6.4,4.6,2843,0.74,36.4,18.2,10.7,3,3,clase 5,NA,3.3,69.8458023071,104686.0390625,0,3.2915308475,5.5667304993,0.0647769421,11.7878761292,0.5453414917,1.344827652,296.4288948969,7.4397259958,3459.125,2024.1295422591,0.02745677,-0.1495309871,0.1119910398,5473789.67800152,6181154.27801903
1541,688,688_B22,B,78,104,26,20.3,21.3,6.4,4.5,2920,0.36,26.1,22.8,19.2,3,3,clase 5,NA,3.3,69.8458023071,104686.0390625,0,3.2915308475,5.5667304993,0.0647769421,11.7878761292,0.5453414917,1.344827652,296.4288948969,7.4397259958,3459.125,2024.1295422591,0.02745677,-0.1495309871,0.1119910398,5473789.67800152,6181154.27801903
1542,688,688_B3,BC,104,185,81,18,18.3,6.6,4.5,3584,0.19,16,26.8,21.3,3,3,clase 5,NA,3.3,69.8458023071,104686.0390625,0,3.2915308475,5.5667304993,0.0647769421,11.7878761292,0.5453414917,1.344827652,296.4288948969,7.4397259958,3459.125,2024.1295422591,0.02745677,-0.1495309871,0.1119910398,5473789.67800152,6181154.27801903
1543,688,688_C,C,185,205,20,19.7,20.6,7.4,5.2,2843,0.13,12.3,26.7,17.7,3,3,clase 5,NA,3.3,69.8458023071,104686.0390625,0,3.2915308475,5.5667304993,0.0647769421,11.7878761292,0.5453414917,1.344827652,296.4288948969,7.4397259958,3459.125,2024.1295422591,0.02745677,-0.1495309871,0.1119910398,5473789.67800152,6181154.27801903
1544,688,688_A2,E,25,38,13,16.1,17,6.1,4.9,5453,0.95,24,22.6,17.7,3,3,clase 5,NA,3.3,69.8458023071,104686.0390625,0,3.2915308475,5.5667304993,0.0647769421,11.7878761292,0.5453414917,1.344827652,296.4288948969,7.4397259958,3459.125,2024.1295422591,0.02745677,-0.1495309871,0.1119910398,5473789.67800152,6181154.27801903
1545,689,689_A1,A,0,12,12,13.6,15.5,5.8,5.1,1539,1.67,17.4,18.9,19.1,3,2,clase 3,NA,3.2,61.6712036133,107964.5546875,30.0008449554,-2.3986725807,6.3628077507,0.0938429385,13.9647808075,-0.1592636108,0.5172413588,296.2159003374,7.7823505035,3309.3125,1474.0638061014,0.0082653333,-0.0773613401,0.0811127511,5486345.07800353,6169011.57802335
1546,689,689_B21,B,12,33,21,28,29,8.5,6.6,853,0.79,32.4,16.2,15.5,3,2,clase 3,NA,3.2,61.6712036133,107964.5546875,30.0008449554,-2.3986725807,6.3628077507,0.0938429385,13.9647808075,-0.1592636108,0.5172413588,296.2159003374,7.7823505035,3309.3125,1474.0638061014,0.0082653333,-0.0773613401,0.0811127511,5486345.07800353,6169011.57802335
1547,689,689_B22,B,33,52,19,NA,27.2,9.1,7.7,749,0.35,23.4,24.9,11.4,3,2,clase 3,NA,3.2,61.6712036133,107964.5546875,30.0008449554,-2.3986725807,6.3628077507,0.0938429385,13.9647808075,-0.1592636108,0.5172413588,296.2159003374,7.7823505035,3309.3125,1474.0638061014,0.0082653333,-0.0773613401,0.0811127511,5486345.07800353,6169011.57802335
1548,689,689_B31,BC,52,123,71,NA,20.4,8.8,7.3,1685,0.13,18.1,15.6,18.7,3,2,clase 3,NA,3.2,61.6712036133,107964.5546875,30.0008449554,-2.3986725807,6.3628077507,0.0938429385,13.9647808075,-0.1592636108,0.5172413588,296.2159003374,7.7823505035,3309.3125,1474.0638061014,0.0082653333,-0.0773613401,0.0811127511,5486345.07800353,6169011.57802335
1549,689,689_B32,BC,123,170,47,NA,19.4,8.8,7.4,2039,0.11,7.2,28.5,12.1,3,2,clase 3,NA,3.2,61.6712036133,107964.5546875,30.0008449554,-2.3986725807,6.3628077507,0.0938429385,13.9647808075,-0.1592636108,0.5172413588,296.2159003374,7.7823505035,3309.3125,1474.0638061014,0.0082653333,-0.0773613401,0.0811127511,5486345.07800353,6169011.57802335
1550,689,689_C,C,170,190,20,NA,19.6,8.6,7.3,2039,0.1,7,30.5,9,3,2,clase 3,NA,3.2,61.6712036133,107964.5546875,30.0008449554,-2.3986725807,6.3628077507,0.0938429385,13.9647808075,-0.1592636108,0.5172413588,296.2159003374,7.7823505035,3309.3125,1474.0638061014,0.0082653333,-0.0773613401,0.0811127511,5486345.07800353,6169011.57802335
1551,690,690_Ap,A,0,13,13,18.1,21.6,5.7,5.2,2675,1.89,23.2,22.7,8.8,3,3,clase 5,NA,3.3,93.591835022,106557.09375,536.6714477539,-3.2045423985,4.3980140686,0.0095814103,13.6531639099,3.9254302979,0,297.1946609632,7.2150553416,3665.4236111111,1672.9410415163,0.0240638765,-0.0680221142,0.0934500653,5387062.97799713,6257198.878022
1552,690,690_A12,A,13,20,7,19.1,22,5.9,5.3,4395,1.51,26.6,24,8,3,3,clase 5,NA,3.3,93.591835022,106557.09375,536.6714477539,-3.2045423985,4.3980140686,0.0095814103,13.6531639099,3.9254302979,0,297.1946609632,7.2150553416,3665.4236111111,1672.9410415163,0.0240638765,-0.0680221142,0.0934500653,5387062.97799713,6257198.878022
1553,690,690_B1,AB.BA,20,27,7,16.9,19.8,6.1,5.3,4204,0.96,30.1,22.4,8.5,3,3,clase 5,NA,3.3,93.591835022,106557.09375,536.6714477539,-3.2045423985,4.3980140686,0.0095814103,13.6531639099,3.9254302979,0,297.1946609632,7.2150553416,3665.4236111111,1672.9410415163,0.0240638765,-0.0680221142,0.0934500653,5387062.97799713,6257198.878022
1554,690,690_B21,B,27,53,26,19.6,23,6.2,5,3095,0.66,35.8,22,9.1,3,3,clase 5,NA,3.3,93.591835022,106557.09375,536.6714477539,-3.2045423985,4.3980140686,0.0095814103,13.6531639099,3.9254302979,0,297.1946609632,7.2150553416,3665.4236111111,1672.9410415163,0.0240638765,-0.0680221142,0.0934500653,5387062.97799713,6257198.878022
1555,690,690_B22,B,53,74,21,22.3,25.6,6.5,5.2,2675,0.52,36.2,22.7,10,3,3,clase 5,NA,3.3,93.591835022,106557.09375,536.6714477539,-3.2045423985,4.3980140686,0.0095814103,13.6531639099,3.9254302979,0,297.1946609632,7.2150553416,3665.4236111111,1672.9410415163,0.0240638765,-0.0680221142,0.0934500653,5387062.97799713,6257198.878022
1556,690,690_B3,BC,74,120,46,20.5,22.8,6.6,5.2,3572,0.25,28.9,15.7,13.5,3,3,clase 5,NA,3.3,93.591835022,106557.09375,536.6714477539,-3.2045423985,4.3980140686,0.0095814103,13.6531639099,3.9254302979,0,297.1946609632,7.2150553416,3665.4236111111,1672.9410415163,0.0240638765,-0.0680221142,0.0934500653,5387062.97799713,6257198.878022
1557,690,690_C,C,150,170,20,17.7,19,6.7,5.3,4935,0.12,10.9,22.8,11,3,3,clase 5,NA,3.3,93.591835022,106557.09375,536.6714477539,-3.2045423985,4.3980140686,0.0095814103,13.6531639099,3.9254302979,0,297.1946609632,7.2150553416,3665.4236111111,1672.9410415163,0.0240638765,-0.0680221142,0.0934500653,5387062.97799713,6257198.878022
1558,691,691_A12,A,12,25,13,18,21.5,5.7,5.2,3855,1.52,26.2,23.1,10.2,3,3,clase 5,NA,3.3,90.591835022,98162.8359375,210.0059204102,-1.3873467445,6.7338581085,0.0253524892,12.3070297241,1.3957519531,0,297.0132444939,7.1824984697,3751.1527777778,1662.1772364303,0.0528271361,-0.0663336423,0.056373096,5397570.47800063,6257741.37802432
1559,691,691_Ap,A,0,12,12,21.5,24.9,5.8,5.4,1811,2.42,25.8,22.7,10.9,3,3,clase 5,NA,3.3,90.591835022,98162.8359375,210.0059204102,-1.3873467445,6.7338581085,0.0253524892,12.3070297241,1.3957519531,0,297.0132444939,7.1824984697,3751.1527777778,1662.1772364303,0.0528271361,-0.0663336423,0.056373096,5397570.47800063,6257741.37802432
1560,691,691_B1,AB.BA,25,35,10,16.9,19.7,5.9,5.2,3174,0.92,29.2,20.4,11.1,3,3,clase 5,NA,3.3,90.591835022,98162.8359375,210.0059204102,-1.3873467445,6.7338581085,0.0253524892,12.3070297241,1.3957519531,0,297.0132444939,7.1824984697,3751.1527777778,1662.1772364303,0.0528271361,-0.0663336423,0.056373096,5397570.47800063,6257741.37802432
1561,691,691_B2,B,35,88,53,22.1,25,6.3,5.1,2921,0.54,36.2,17.5,8.8,3,3,clase 5,NA,3.3,90.591835022,98162.8359375,210.0059204102,-1.3873467445,6.7338581085,0.0253524892,12.3070297241,1.3957519531,0,297.0132444939,7.1824984697,3751.1527777778,1662.1772364303,0.0528271361,-0.0663336423,0.056373096,5397570.47800063,6257741.37802432
1562,691,691_B3,BC,88,112,24,18.6,20.7,6.5,5.2,4089,0.19,15.5,25.4,12.8,3,3,clase 5,NA,3.3,90.591835022,98162.8359375,210.0059204102,-1.3873467445,6.7338581085,0.0253524892,12.3070297241,1.3957519531,0,297.0132444939,7.1824984697,3751.1527777778,1662.1772364303,0.0528271361,-0.0663336423,0.056373096,5397570.47800063,6257741.37802432
1563,691,691_C,C,112,140,28,16.8,18.1,6.9,5.5,4634,0.14,8.7,18.5,19.7,3,3,clase 5,NA,3.3,90.591835022,98162.8359375,210.0059204102,-1.3873467445,6.7338581085,0.0253524892,12.3070297241,1.3957519531,0,297.0132444939,7.1824984697,3751.1527777778,1662.1772364303,0.0528271361,-0.0663336423,0.056373096,5397570.47800063,6257741.37802432
1564,692,692_Ap,A,0,16,16,19.6,22.4,6,5.6,3329,2.28,26.6,24.6,6.4,3,3,clase 5,NA,3.3,90.082321167,92875.6875,1544.3880615234,-5.2937421799,5.9422159195,0.0688744932,13.1247215271,0.7472839355,0,297.0339707318,7.5000980002,3784.75,1283.4410668309,0.0011414516,-0.0349642523,0.0823543832,5395598.69560473,6268545.62048259
1565,692,692_A12,A,16,30,14,18.6,21.4,6.2,5.6,4449,1.56,25.4,27.9,6.3,3,3,clase 5,NA,3.3,90.082321167,92875.6875,1544.3880615234,-5.2937421799,5.9422159195,0.0688744932,13.1247215271,0.7472839355,0,297.0339707318,7.5000980002,3784.75,1283.4410668309,0.0011414516,-0.0349642523,0.0823543832,5395598.69560473,6268545.62048259
1566,692,692_B1,AB.BA,30,41,11,15.4,17.5,6.2,5.5,4062,0.75,28,25.5,7.6,3,3,clase 5,NA,3.3,90.082321167,92875.6875,1544.3880615234,-5.2937421799,5.9422159195,0.0688744932,13.1247215271,0.7472839355,0,297.0339707318,7.5000980002,3784.75,1283.4410668309,0.0011414516,-0.0349642523,0.0823543832,5395598.69560473,6268545.62048259
1567,692,692_B22,B,62,90,28,25.3,27.1,6.3,5.3,2245,0.45,34.5,23.6,7.8,3,3,clase 5,NA,3.3,90.082321167,92875.6875,1544.3880615234,-5.2937421799,5.9422159195,0.0688744932,13.1247215271,0.7472839355,0,297.0339707318,7.5000980002,3784.75,1283.4410668309,0.0011414516,-0.0349642523,0.0823543832,5395598.69560473,6268545.62048259
1568,692,692_B21,B,41,62,21,18.4,19.9,6.4,5.4,3174,0.56,31.9,25.3,6.8,3,3,clase 5,NA,3.3,90.082321167,92875.6875,1544.3880615234,-5.2937421799,5.9422159195,0.0688744932,13.1247215271,0.7472839355,0,297.0339707318,7.5000980002,3784.75,1283.4410668309,0.0011414516,-0.0349642523,0.0823543832,5395598.69560473,6268545.62048259
